70 114
47 66 7
53 55 40
33 5 47
52 67 90
68 36 12
3 31 16
15 53 9
38 34 39
50 61 34
15 63 30
11 16 18
12 47 15
37 33 50
12 55 81
2 54 64
65 60 36
41 14 1
20 26 81
46 51 91
24 14 32
63 61 15
16 12 33
27 2 16
51 8 21
18 67 53
38 18 68
3 9 48
25 1 11
61 27 54
32 25 85
7 62 6
68 23 8
11 47 35
7 8 22
20 50 30
38 25 62
51 61 97
35 63 54
32 43 40
15 36 42
26 14 68
58 45 81
20 1 42
26 4 97
23 65 8
43 54 78
12 10 94
35 16 35
20 51 82
42 64 92
54 5 35
29 39 5
70 40 87
17 13 70
66 42 31
64 33 14
33 67 7
15 21 99
66 21 46
8 58 57
68 3 76
10 69 20
32 70 18
60 13 66
55 28 81
57 66 98
30 24 83
39 28 16
7 67 89
12 35 15
38 30 91
57 36 72
67 65 97
54 27 59
1 48 91
60 41 21
5 65 92
32 9 55
41 1 46
48 61 78
1 65 69
57 60 32
7 28 28
9 54 10
65 39 100
36 11 74
66 63 34
21 18 23
39 44 73
10 23 8
28 48 36
62 16 67
61 15 12
2 13 3
12 17 98
31 58 36
67 1 92
16 10 27
59 42 45
16 3 99
19 18 27
68 55 88
4 62 96
26 15 60
60 54 22
13 12 9
9 24 37
46 65 40
27 18 18
67 58 50
22 6 75
44 22 85
49 44 86
56 49 57
