90 171
7 28 34
84 62 80
75 61 19
14 15 100
4 61 48
28 5 23
14 41 68
56 69 100
22 34 32
85 27 48
25 35 9
37 24 77
72 48 49
46 48 52
89 12 96
51 18 49
84 34 7
24 82 83
11 37 79
38 72 1
36 89 9
63 80 16
79 49 92
5 51 23
56 81 39
9 45 78
19 8 46
17 20 21
71 56 58
22 41 72
75 50 91
82 87 84
81 76 49
2 79 23
37 47 18
22 40 62
83 73 41
64 79 99
7 52 44
41 4 65
21 4 19
33 17 47
17 13 21
79 39 64
19 54 97
85 56 20
84 15 77
27 90 66
10 72 79
6 75 23
73 86 84
20 44 15
35 65 51
75 1 38
59 65 45
38 28 46
61 53 23
60 73 2
69 37 95
8 34 21
38 81 17
54 5 14
9 70 80
19 58 87
21 66 56
55 62 35
79 75 83
74 34 32
64 57 90
66 1 66
26 77 40
78 35 28
43 81 33
40 13 45
82 78 62
57 88 30
25 17 66
79 32 34
36 30 16
72 76 64
9 75 27
35 9 64
55 78 63
20 86 19
35 34 28
90 56 72
59 85 3
12 2 68
27 3 33
6 50 96
34 52 85
79 83 35
80 43 26
38 55 10
21 1 68
76 14 83
17 32 91
35 28 19
23 70 75
40 16 66
25 6 22
45 19 61
46 66 42
63 79 35
86 65 14
18 71 38
37 48 38
57 2 46
41 19 25
24 41 77
5 22 83
62 75 87
76 62 72
20 46 6
58 65 49
2 43 70
89 83 25
79 14 62
63 8 62
24 77 42
43 7 9
18 82 42
30 4 19
29 18 29
74 27 67
78 47 83
39 62 4
26 90 56
60 36 9
70 30 28
43 47 57
9 14 82
4 60 31
88 54 20
31 75 77
11 39 1
19 76 67
67 69 84
25 55 25
71 84 51
58 38 100
49 36 28
57 58 61
37 38 13
25 16 44
85 18 30
19 3 10
67 47 96
31 76 74
52 78 62
51 68 21
15 80 13
80 57 4
36 11 29
5 78 17
85 73 39
38 90 43
46 69 48
84 76 63
9 41 83
28 55 68
78 41 29
89 62 74
35 36 8
27 4 71
87 20 79
90 41 4
78 86 67
80 88 62
26 22 21
68 42 25
