60 77
55 32 93
26 2 24
21 25 75
54 6 75
14 59 97
57 9 24
14 51 90
47 21 19
2 60 3
59 22 55
57 5 48
37 4 96
58 23 78
52 36 58
16 25 67
1 44 40
45 55 68
39 44 41
48 26 7
15 17 61
58 38 14
31 13 73
36 44 11
46 16 8
31 36 96
56 24 86
55 35 45
30 3 20
19 22 21
5 43 93
31 47 99
9 1 72
6 33 66
20 2 4
35 46 11
48 54 76
46 32 18
31 33 46
31 18 17
7 32 92
57 20 99
56 53 22
53 57 6
36 27 22
32 39 60
11 34 98
52 21 29
40 44 23
47 19 43
5 29 66
17 5 91
1 6 92
15 39 61
46 53 52
45 17 57
53 19 99
53 44 61
26 25 20
29 57 98
57 43 20
29 54 81
52 3 19
46 49 84
58 57 64
56 57 57
41 13 18
2 4 90
48 16 95
59 21 100
15 56 36
8 4 278
10 8 287
12 4 83
28 4 159
34 12 149
42 10 77
50 28 570
