60 79
43 8 52
35 27 52
42 58 34
60 27 41
16 57 97
49 3 73
24 12 88
51 34 40
29 46 20
12 21 50
17 9 69
35 48 45
37 33 23
40 23 29
12 41 11
37 23 85
24 48 73
12 50 5
28 47 77
2 35 4
12 29 35
6 4 92
4 28 81
4 41 60
35 25 65
34 55 59
31 6 83
26 41 29
15 60 75
32 49 75
22 33 35
34 1 38
21 34 95
17 36 23
9 11 52
15 53 65
9 6 84
5 39 43
28 1 55
6 36 83
8 42 44
35 16 97
44 6 36
5 12 28
29 57 54
9 7 85
55 28 74
42 11 80
28 41 18
14 30 82
52 55 9
56 60 29
27 16 89
54 2 12
30 7 15
22 18 30
7 4 71
12 52 73
34 24 93
15 37 89
8 23 18
4 39 49
55 37 53
17 39 98
33 44 33
60 3 63
46 23 58
33 43 48
38 3 100
45 18 9
38 35 85
59 12 86
17 45 20
10 44 50
7 14 2
39 6 42
13 3 255
19 3 287
20 13 273
60 83
54 25 61
57 54 91
57 40 87
20 33 52
37 10 79
55 44 49
52 43 51
34 48 26
56 29 11
43 37 25
60 34 85
7 45 20
2 21 97
24 27 35
19 13 65
30 23 52
14 40 47
27 38 73
36 3 2
60 43 79
42 12 26
7 1 97
24 40 44
18 31 84
51 13 23
60 47 93
59 16 37
10 31 8
5 30 66
32 54 14
33 13 61
28 55 13
5 48 38
7 6 69
14 21 61
50 57 18
58 52 71
30 44 93
41 45 55
16 20 28
24 31 64
40 55 88
45 40 50
45 2 71
55 4 34
48 25 17
19 2 14
9 17 6
57 46 31
21 22 70
40 41 43
36 47 43
43 41 73
58 8 29
49 37 38
10 58 39
36 27 71
31 57 84
22 54 82
46 16 53
34 53 59
57 21 95
34 38 41
28 21 8
54 48 72
8 42 33
17 18 41
22 60 74
21 35 15
40 11 58
10 20 92
18 49 18
3 41 43
59 44 43
30 8 58
20 32 34
36 10 39
47 41 33
57 6 8
15 11 371
26 15 557
29 15 126
39 15 162
60 76
42 41 70
48 12 5
36 27 20
18 49 72
48 22 40
60 42 62
36 21 46
41 12 49
39 10 14
32 46 99
17 52 100
7 53 21
26 5 51
24 6 35
5 42 48
49 47 93
4 49 11
39 58 39
2 51 25
21 19 68
48 41 35
3 11 86
58 41 62
23 5 57
15 26 68
59 28 4
43 8 78
17 3 48
36 51 10
58 51 66
35 30 95
19 34 13
6 41 40
48 52 68
50 38 79
51 19 28
48 7 75
34 41 18
49 28 76
49 13 48
4 14 99
5 58 29
6 1 35
5 16 7
40 1 40
8 54 100
10 7 80
50 8 90
45 60 69
7 14 1
54 43 80
25 38 90
17 10 62
51 57 2
37 21 23
33 2 66
37 48 84
39 8 44
26 2 14
14 23 98
2 58 63
29 4 76
8 38 28
24 32 9
19 31 7
34 26 77
60 6 59
13 41 5
33 44 93
2 16 26
36 44 95
47 35 53
20 9 181
30 9 402
55 20 210
56 30 549
60 83
49 58 97
5 35 57
42 49 31
1 39 87
42 41 4
53 34 79
39 42 95
54 22 66
51 16 88
60 58 1
22 17 58
35 6 16
50 16 38
25 38 91
17 50 94
20 7 7
3 19 55
20 34 81
36 53 77
7 48 23
46 8 75
38 14 85
43 24 32
49 19 39
45 30 72
12 45 17
15 28 5
58 19 52
28 37 85
12 43 69
34 48 97
11 18 35
3 47 51
5 28 53
55 10 57
26 37 47
51 40 89
33 45 15
47 40 92
27 5 6
23 8 36
12 14 81
22 32 11
12 8 80
36 42 20
17 7 51
19 33 74
43 42 50
6 18 15
54 18 16
8 38 60
11 45 65
40 39 59
44 6 92
6 29 63
44 10 42
50 56 69
8 39 20
23 57 43
43 60 24
51 12 12
60 37 3
19 60 91
17 44 45
21 12 92
15 31 100
49 23 68
35 13 67
42 27 76
38 11 85
38 23 39
7 55 91
54 57 58
53 38 4
43 29 90
60 57 77
1 17 52
38 10 60
59 7 61
4 2 237
9 4 402
13 9 84
52 13 290
60 85
15 45 37
51 30 15
4 38 45
39 60 42
15 59 70
28 8 18
32 13 64
