90 127
35 26 7
7 90 56
65 50 41
86 45 98
10 85 23
44 52 70
41 49 97
31 14 2
89 63 37
71 48 35
3 79 41
59 82 59
70 43 46
15 78 90
9 65 6
19 66 12
2 69 31
1 60 45
58 48 48
65 85 86
3 52 56
51 25 57
17 16 94
48 34 38
78 32 35
9 19 9
2 58 29
63 85 61
66 39 7
20 19 16
31 26 65
31 6 35
54 22 85
29 33 23
43 33 46
23 70 71
14 76 40
26 9 19
68 7 22
45 34 32
89 40 38
61 19 77
86 59 96
24 45 100
83 52 22
69 1 13
50 75 95
87 34 61
8 77 75
77 9 41
65 67 18
88 13 15
32 79 41
9 68 59
60 28 3
6 37 20
24 63 40
59 3 24
46 21 17
50 22 96
74 10 61
72 42 93
26 79 30
7 50 10
44 43 78
11 90 50
37 74 13
76 35 14
40 8 4
5 70 45
72 74 19
40 88 97
36 90 55
15 35 76
38 36 51
41 52 11
65 33 31
54 53 59
11 14 83
1 9 43
17 11 13
7 20 4
72 35 97
43 50 40
72 10 80
65 62 60
63 80 7
12 25 18
63 73 8
32 26 21
24 89 75
75 45 72
54 59 7
87 60 37
88 80 55
4 8 60
37 23 3
84 69 70
63 3 83
59 77 20
83 50 15
73 16 7
81 34 67
60 61 19
43 36 54
4 9 22
14 28 90
87 42 10
40 63 88
77 11 78
67 30 15
33 21 33
64 38 99
49 45 32
84 9 48
2 77 32
78 76 73
32 87 49
79 33 5
64 21 63
21 18 291
25 21 367
27 21 105
47 25 303
55 47 95
56 27 426
57 18 199
90 122
25 72 98
26 88 22
50 81 49
88 47 13
89 69 5
71 61 62
17 70 87
48 46 28
87 4 35
69 37 63
46 36 56
61 54 60
30 54 33
76 86 44
24 16 2
59 51 51
52 4 25
15 23 62
21 77 6
68 20 56
31 49 61
17 74 79
56 23 95
58 34 90
32 38 44
41 89 72
43 31 94
31 72 83
85 62 32
82 5 16
4 68 89
50 58 73
40 53 93
52 25 69
16 48 16
41 19 31
46 25 78
20 57 21
19 22 37
79 68 98
24 8 69
69 41 42
84 80 68
48 28 100
37 75 28
3 70 14
25 54 83
78 27 45
69 12 78
25 24 78
73 81 51
81 21 88
29 72 21
4 23 30
12 55 5
51 38 95
68 88 7
27 84 90
21 70 57
50 20 84
22 52 95
55 80 70
38 20 42
68 5 6
58 42 57
45 9 15
14 87 72
89 50 95
83 80 40
78 70 75
16 46 83
45 66 96
72 64 11
51 14 26
71 58 94
23 60 47
64 65 17
66 7 13
51 24 79
7 57 37
79 85 31
9 70 76
70 19 10
23 42 94
67 87 35
26 9 10
79 43 11
65 78 33
69 9 3
71 60 21
2 68 87
54 73 7
59 23 51
2 76 8
68 53 57
4 54 37
22 67 90
12 3 97
2 9 85
66 86 5
60 44 39
38 80 55
23 87 14
88 59 71
36 22 49
21 66 50
7 69 100
47 34 41
89 90 11
23 5 26
67 59 8
66 85 46
6 1 270
10 6 210
11 6 62
13 10 313
18 1 139
33 13 438
35 1 193
39 35 127
63 18 69
90 1 376
90 124
73 63 83
