50 69
6 36 71
4 34 29
22 17 46
9 25 1
14 25 46
18 23 22
38 12 60
35 1 76
29 18 63
40 7 98
45 43 30
10 38 80
27 28 79
12 8 29
39 11 84
32 14 99
29 33 16
16 27 6
36 10 20
18 50 64
1 27 40
1 50 32
28 30 40
7 19 73
46 22 8
12 34 65
32 22 92
16 2 32
23 29 60
29 21 59
47 50 62
44 16 33
10 49 54
31 36 38
28 39 66
3 16 52
11 12 74
26 36 12
7 6 21
11 41 71
27 42 36
39 49 62
7 17 10
29 27 96
34 43 79
49 46 23
11 5 83
14 30 85
43 42 81
22 40 12
19 13 3
32 1 1
10 25 63
17 19 56
31 5 22
50 2 100
10 16 59
21 23 25
3 27 19
32 21 86
37 33 57
4 5 46
48 28 18
49 27 86
36 46 57
38 16 99
15 13 388
20 13 95
24 13 221
50 67
30 40 63
8 26 4
43 35 50
41 48 52
9 47 49
12 27 27
5 36 25
45 31 26
23 48 82
27 22 13
24 27 20
20 34 8
42 12 17
24 32 47
23 44 37
50 3 64
8 21 89
25 16 33
4 7 67
32 37 43
36 49 71
33 29 34
17 28 17
5 1 62
31 41 73
48 12 100
3 48 14
31 48 4
10 17 17
38 29 79
19 50 55
9 3 70
40 42 65
6 7 79
47 26 32
40 26 78
43 45 58
27 5 43
46 17 88
24 8 31
25 30 55
33 42 55
29 15 12
24 7 19
3 12 96
6 32 48
20 16 7
13 44 67
37 31 67
15 41 12
6 21 33
3 2 4
23 40 2
32 42 11
40 50 80
25 12 53
7 1 90
15 12 34
17 22 32
13 42 90
24 17 2
20 27 59
27 50 82
11 2 85
14 11 193
18 2 56
39 18 297
50 69
31 42 51
26 48 66
30 43 11
25 30 34
34 48 79
31 48 37
20 41 34
31 24 12
23 34 55
37 19 97
37 25 44
13 42 73
33 40 75
28 33 84
44 4 81
44 1 88
24 13 60
25 7 76
15 30 88
25 39 52
27 39 62
16 19 96
7 30 70
25 40 81
49 2 49
9 48 91
50 15 55
37 44 40
18 14 11
20 34 72
30 2 92
9 18 94
26 19 5
47 3 32
12 33 64
35 18 68
3 17 25
45 1 65
19 40 63
23 31 58
25 45 19
48 20 65
13 38 19
30 33 18
6 28 4
22 46 2
48 17 86
50 12 87
23 36 3
7 49 89
13 48 1
20 43 15
31 8 85
21 1 28
34 50 87
15 37 42
41 11 33
12 39 89
15 47 72
24 26 25
6 20 95
2 37 81
24 3 72
10 35 49
43 13 33
11 5 67
29 11 246
32 5 422
46 5 66
50 66
31 38 93
14 42 56
4 46 32
16 45 62
9 10 89
10 7 70
50 13 28
16 7 63
34 39 35
5 44 37
44 21 46
41 9 40
21 39 7
40 42 15
38 32 45
7 33 61
43 29 33
39 33 76
13 43 9
24 11 25
42 32 77
39 44 83
13 22 64
20 24 20
16 50 70
41 16 55
7 43 31
7 9 15
12 19 43
28 32 21
12 42 74
26 44 54
31 2 84
39 23 45
33 21 42
11 34 61
37 33 58
8 36 100
44 48 55
8 18 95
27 44 94
24 38 1
38 22 88
25 34 57
30 18 78
15 38 43
24 45 100
37 21 4
8 27 58
15 11 7
1 25 87
13 7 93
50 39 60
1 48 53
2 18 26
32 15 74
30 21 37
31 11 81
48 34 72
4 22 55
3 2 685
6 3 105
17 6 286
35 3 229
47 35 201
49 6 296
50 68
32 15 80
37 14 37
1 3 59
3 29 19
43 41 80
11 41 80
8 43 61
5 37 31
47 46 15
48 32 51
49 35 2
12 39 17
6 24 90
42 24 81
9 7 30
26 48 77
45 20 31
43 9 30
1 14 72
18 40 67
21 29 67
30 22 30
24 8 67
13 5 58
37 27 75
33 26 2
29 7 100
33 18 53
9 46 18
7 18 46
49 48 42
46 12 7
49 10 5
25 32 65
5 29 59
48 41 7
49 8 34
9 12 13
12 1 85
29 9 67
18 29 54
42 17 2
31 47 94
28 49 60
20 10 85
11 18 21
24 18 40
38 11 34
48 31 88
42 14 57
35 14 32
23 45 12
20 47 65
38 18 98
4 11 38
38 31 99
2 34 72
20 32 38
42 47 13
6 3 31
38 28 82
17 16 335
19 16 290
22 16 375
34 19 412
36 16 412
44 34 311
50 36 119
50 62
8 35 29
42 27 58
11 13 71
32 22 53
25 35 95
24 32 43
5 3 62
21 18 77
45 3 99
11 37 96
1 39 16
45 22 35
28 49 82
3 20 69
16 50 83
25 19 52
14 25 98
40 2 30
30 1 46
38 19 51
20 11 1
38 6 57
24 33 54
14 41 46
39 29 97
44 6 39
10 49 82
9 37 86
47 32 52
37 7 99
26 43 49
18 1 85
24 1 9
46 23 26
30 3 25
32 12 97
16 28 97
24 13 86
2 11 30
50 45 2
29 46 46
49 9 67
30 15 71
44 14 41
48 30 57
9 12 72
36 40 15
43 7 53
13 33 32
40 44 77
34 22 16
31 18 69
19 12 64
27 3 59
33 48 20
17 20 3
24 38 31
40 45 4
10 29 65
49 42 5
4 13 22
37 36 9
50 68
9 28 71
45 28 80
19 8 79
24 8 85
33 48 29
14 45 33
42 9 97
17 15 54
15 25 25
48 1 85
19 31 47
18 1 77
41 22 98
46 26 70
10 43 18
33 12 68
8 48 28
26 44 98
41 25 13
42 3 51
40 4 8
38 48 26
23 12 85
24 5 71
27 38 35
27 17 23
29 33 63
22 26 82
40 43 64
24 34 30
37 32 10
50 20 12
18 24 40
20 25 98
34 40 45
26 40 47
50 6 93
22 27 61
14 40 22
3 8 59
7 48 13
47 20 19
3 19 52
35 36 22
17 14 11
16 5 35
3 18 47
22 17 54
11 14 82
50 19 38
34 48 34
49 15 3
3 41 38
29 40 86
10 11 76
41 45 47
18 36 28
49 47 63
10 22 96
13 2 18
38 22 11
7 30 17
2 35 93
41 5 94
35 24 55
30 21 240
32 21 296
39 30 320
50 68
49 31 98
40 30 5
24 41 66
39 4 8
45 5 90
23 46 48
18 21 97
16 10 9
8 14 12
10 15 53
34 3 11
9 37 54
31 13 45
22 31 52
19 14 23
48 47 1
24 33 21
37 19 71
17 39 84
4 16 97
46 40 95
9 16 95
1 8 16
47 45 97
45 23 100
43 37 22
45 32 25
41 45 38
15 6 17
21 24 95
14 46 18
28 36 29
8 33 57
43 32 50
31 11 38
27 42 35
45 29 12
5 26 62
6 48 4
20 24 61
35 42 23
9 34 95
12 15 52
11 18 3
22 2 42
17 9 80
41 20 41
49 18 21
37 48 23
39 18 80
26 12 28
24 43 72
7 17 88
47 18 27
6 2 53
43 35 57
12 27 51
45 7 32
15 16 19
30 13 31
42 49 98
8 44 89
12 36 34
5 34 55
48 23 10
36 25 175
38 36 429
50 38 238
50 66
47 18 69
2 21 44
21 16 73
12 36 52
10 38 2
15 37 7
29 15 9
14 43 74
17 28 14
41 9 62
16 4 10
37 5 67
40 44 94
25 1 19
39 26 46
33 23 77
50 29 93
25 8 90
1 10 72
42 35 17
47 34 94
14 12 45
11 1 16
45 11 93
45 4 64
18 17 7
27 38 3
7 44 56
5 26 10
9 15 44
46 41 58
14 24 72
14 41 27
27 21 67
15 3 52
1 4 97
32 6 83
50 42 95
2 6 13
27 10 81
38 5 30
5 49 69
48 3 9
46 33 15
38 25 1
45 22 89
31 33 45
41 33 24
24 25 40
34 10 92
18 34 2
16 12 95
46 9 16
2 10 3
21 38 7
5 10 16
