40 52
34 17 32
29 21 95
13 35 6
13 1 27
3 22 49
40 11 3
40 36 74
21 18 7
37 23 14
17 27 45
5 4 20
31 16 37
4 12 72
15 17 68
3 2 22
13 20 5
3 33 52
30 21 95
10 26 46
37 8 60
32 38 25
27 36 53
37 30 60
3 38 26
8 9 42
4 26 74
31 8 77
2 34 98
35 31 63
18 9 26
33 21 86
25 1 57
10 8 99
1 2 34
37 34 93
9 12 98
7 34 92
37 13 74
25 17 11
30 23 19
28 18 77
27 12 79
16 26 56
23 36 36
29 11 70
2 24 64
24 25 29
11 21 52
14 6 73
19 14 43
24 6 85
39 6 230
40 55
10 13 93
24 16 36
26 19 17
40 11 28
40 14 87
33 17 51
32 28 24
7 3 27
18 10 10
31 37 97
37 18 61
28 13 2
32 34 16
21 10 98
40 36 17
36 24 93
18 39 72
21 17 74
1 16 49
29 32 14
4 38 89
33 30 51
40 28 12
29 39 32
27 1 78
9 32 66
3 11 22
37 23 83
6 38 59
20 18 81
10 36 55
38 30 6
36 19 46
19 33 10
40 7 80
14 12 32
6 16 90
2 24 59
19 11 52
22 31 78
1 18 20
34 39 12
6 28 80
5 12 46
20 15 28
28 5 16
17 5 45
2 36 84
5 38 24
35 5 81
28 33 50
35 34 72
39 15 78
15 8 204
25 15 181
40 55
14 32 18
24 21 10
26 13 90
24 28 2
27 4 31
26 38 62
7 18 20
36 22 9
35 12 93
8 12 73
11 40 18
1 12 4
28 18 7
14 37 56
14 15 40
2 4 89
37 10 28
9 8 88
18 29 64
15 37 94
31 39 25
16 8 74
36 2 93
26 8 91
34 26 70
37 2 37
5 16 68
35 4 7
40 29 86
31 32 39
16 4 85
20 23 60
2 30 43
13 31 78
18 3 90
19 14 98
2 6 34
33 35 4
9 10 6
31 40 92
17 18 41
27 34 68
17 27 56
14 31 7
34 40 89
39 15 29
27 20 30
22 10 83
38 37 7
8 32 6
23 32 64
2 13 30
26 22 94
22 27 26
25 23 112
40 51
13 39 78
28 21 74
2 34 26
5 37 40
14 20 28
18 4 3
25 9 47
34 35 9
2 38 26
32 12 19
2 28 2
35 37 26
15 4 99
8 20 24
23 11 11
25 3 17
11 10 85
34 25 66
23 15 63
14 34 27
8 24 68
39 35 16
38 40 71
21 27 37
12 40 56
30 34 28
9 13 54
26 24 51
27 15 45
20 11 97
2 26 82
3 12 87
2 7 85
30 4 71
16 25 72
18 9 88
16 29 47
1 16 99
19 17 12
34 17 73
5 25 83
39 31 83
13 17 34
8 32 40
38 11 92
20 37 36
19 2 51
33 15 90
22 6 451
31 6 244
36 22 453
40 57
10 13 24
10 17 30
8 31 90
29 2 41
21 36 62
34 21 90
40 10 76
12 13 7
36 6 99
21 35 35
30 15 40
6 30 88
34 40 6
37 19 16
16 37 29
16 2 26
36 12 12
36 28 24
34 22 11
12 26 100
3 18 70
5 32 11
40 23 14
1 6 79
31 32 8
7 20 13
4 15 65
1 7 41
4 18 82
14 26 86
35 34 36
5 40 69
39 5 68
3 23 52
5 17 25
37 10 41
23 18 10
8 28 46
9 5 4
37 2 49
37 32 56
21 19 86
24 8 9
31 38 78
4 9 68
35 39 8
33 24 12
26 30 26
26 23 98
29 4 36
4 13 29
4 35 16
34 23 73
6 22 80
25 11 409
27 25 240
38 25 74
40 55
9 14 82
7 14 66
19 12 41
7 36 34
18 34 89
10 25 35
2 36 69
28 25 2
17 35 61
5 21 97
9 37 89
15 21 2
39 34 57
40 18 52
27 32 72
6 7 3
3 40 60
34 27 81
33 39 91
35 39 26
7 21 69
3 32 86
40 32 54
24 20 77
38 16 58
18 7 16
11 17 71
6 25 81
1 3 85
14 5 60
21 17 81
35 23 78
15 6 69
11 30 43
27 10 9
27 36 98
12 9 69
38 14 82
30 2 36
35 19 33
33 2 29
12 28 28
17 18 80
15 39 26
31 37 16
23 4 26
24 38 29
15 16 9
34 23 58
22 25 58
12 17 86
32 13 66
13 8 228
26 8 191
29 8 167
40 52
5 4 38
35 32 56
23 35 38
31 2 40
23 36 63
9 27 59
33 10 54
20 25 76
9 12 18
10 20 17
35 10 93
25 5 95
21 14 71
2 34 61
6 20 56
37 30 2
23 32 32
18 17 16
17 26 90
12 11 5
32 36 20
29 39 6
14 27 66
3 2 19
38 1 10
19 15 90
3 29 100
6 4 77
2 28 53
2 18 94
13 28 93
7 2 81
14 11 91
23 28 77
14 38 91
11 1 45
12 10 65
27 21 71
21 32 34
40 30 52
26 35 96
1 19 45
30 20 52
22 34 68
3 17 30
18 33 11
15 5 96
18 38 3
29 32 56
15 8 255
16 15 315
